F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
0,198.3,-4480.76,6.15,-2618.84,9.447,-2.1619,-5.766,3789.84,35355.24,-1.82,7425.46,-5.093,1,0.19998,35.373,-2045.14,-5.0109,-4270.08,-15.4536,,False
0,170.88,-3764.76,6.959,-2790.89,10.956,-2.8316,-5.0621,5526.44,24137.13,-3.82,8259.46,-5.039,1,1.996,21.546,-1783.768,-6.1563,-4351.89,-12.96801,-50.07,False
1,186.66,-4286.72,6.378,-2761.03,14.001,-2.3774,-6.528,4086.44,35231.88,-3.82,8611.24,-3.0665,1,2.261,25.581,-1815.14,-6.3612,-3905.55,-17.742,,False
0,164.5,-3762.26,5.737,-2640.44,12.393,-2.5338,-4.9072,6082.24,35128.26,-3.82,9125.06,-2.5179,0,1.576,23.781,-2130.54,-5.9745,-5827.05,-13.2138,-46.95,True
1,179.02,-4279.71,4.0977,-3178.14,12.912,-2.4768,-6.207,3640.24,35543.82,-3.82,8874.66,-3.7,0,0.2486,-2.79,-1830.42,-8.052,-4007.55,-14.5029,-49.95,True
1,183.088,-3631.16,4.1723,-2799.22,13.128,-2.8579,-5.0039,4645.04,35214.24,-3.82,10478.66,-3.585,0,2.628,1.656,-1864.38,-5.2749,-3816.45,-16.548,,True
1,168.726,-4395.16,5.541,-2819.6,10.6356,-2.6348,-4.8205,4389.84,35346.36,-3.82,8841.1,-2.896,0,0.4949,16.674,-1795.54,-8.112,-3677.25,-15.2145,-53.67,True
0,175.108,-4105.16,4.3587,-2310.64,12.1317,-4.932,-5.3103,5731.98,35287.955,-3.82,9197.46,-3.508,1,1.527,26.982,-2032.54,-5.0529,-4282.8,-14.6559,,False
0,165.65,-3988.06,5.917,-2790.37,9.42855,-2.1454,-5.694,310.24,35265.216,-1.82,10593.06,-3.566,1,0.3344,11.9127,-1775.352,-5.0913,-4155.69,-18.201,-48.87,True
1,211.46,-5954.26,7.913,-2739.042,12.441,-2.4837,-4.46208,5036.04,35189.67,-3.82,8936.46,-3.2622,0,0.17377,-11.448,-1701.42,-7.95,-4534.53,-13.2894,,True
0,188.34,-3463.36,3.8551,-3924.74,9.53649,-2.7478,-4.7598,4880.04,35260.158,-3.82,8983.66,-3.552,0,0.3254,-0.792,-1764.072,-8.922,-4223.28,-17.94,-46.35,True
1,192.16,-4319.27,7.256,-2696.37,13.263,-2.861,-5.473,5558.44,35506.71,-1.82,9089.66,-3.0924,1,0.663,35.706,-1830.42,-4.85595,-4342.47,-18.327,,True
1,175.584,-3516.16,4.976,-2523.74,10.5912,-4.731,-4.8564,5842.6,35238.75,-3.82,8819.94,-3.597,1,0.16678,11.150598,-1998.54,-11.079,-4651.08,-13.7085,,True
1,164.5584,-2173.26,3.85129,-3252.64,13.569,-2.154,-4.5243,1700.24,35289.953,-3.82,9619.26,-2.7361,0,0.14102,15.105,-1803.92,-5.6238,-4023.15,-13.9359,,True
1,187.7,-3560.06,4.871,-2467.54,11.0307,-2.2869,-4.9703,7202.44,34936.23,-1.82,8705.5,-3.315,0,0.7474,19.176,-2055.94,-10.344,-4686.66,-14.019,,True
1,171.238,-5408.26,4.2786,-2257.64,12.243,-3.371,-4.6671,5766.062,34955.43,-3.82,10811.26,-3.919,0,0.141,7.806,-1791.3,-4.9728,-4661.31,-17.1,-50.58,True
1,173.032,-4385.26,4.6139,-2474.24,9.9264,-2.9952,-5.1821,5718.3,35686.53,-3.82,8795.46,-2.714,1,0.132465,-12.885,-1781.456,-13.125,-5200.05,-22.569,-55.77,True
1,172.938,-3696.66,4.1175,-2283.14,12.0756,-3.135,-4.9976,5819.4,35363.64,-3.82,8847.76,-2.904,1,0.6219,-11.202,-1805.08,-9.408,-4829.55,-15.3468,,True
1,176.024,-4033.96,5.998,-2766.68,10.1952,-3.799,-6.023,5559.84,35271.798,-3.82,8132.46,-2.5894,1,0.4533,24.87,-1937.16,-5.2866,-2993.85,-14.4777,,False
1,205.06,-4482.56,5.686,-2871.94,10.2369,-3.459,-5.205,5580.9,35366.04,-3.82,9486.86,-2.5864,0,0.15073,21.636,-995.54,-5.6112,-6373.65,-13.662,,True
1,169.318,-4987.26,3.9436,-3076.34,13.086,-2.973,-4.6601,5386.84,35384.28,-1.82,8400.46,-2.4703,0,0.22102,31.221,-1831.3,-6.5205,-3651.15,-14.3913,-50.94,False
1,164.991,-6687.26,3.9268,-1084.74,10.3794,-4.174,-4.46541,5762.814,35246.07,-3.82,9052.06,-2.9734,1,0.19423,18.858,-1855.76,-7.953,-5047.35,-13.2876,,True
1,171.218,-5726.26,3.86465,343.26,13.635,-2.4584,-4.5855,5799.82,35132.49,-1.82,8827,-3.791,0,0.4004,-5.157,-1778.868,-11.01,-4721.25,-17.247,,False
0,196.7,-4331.22,4.2699,-2297.44,12.978,-3.36,-6.176,5709.08,35312.421,-1.82,8626.02,-3.1475,0,2.217,6.144,-2545.34,-5.9658,-4428.57,-13.2525,-53.22,False
0,190.48,-2862.26,3.9987,-2966.14,13.491,-3.042,-4.7221,5766.338,35280.585,-3.82,8613.58,-5.12,1,0.14152,-10.419,-1763.548,-5.9691,-4434.9,-17.862,-50.07,True
1,181.474,-3814.46,5.602,-2632.34,10.2,-2.4254,-5.1347,6765.24,35138.13,-1.82,8489.28,-4.045,0,0.21576,11.27217,-1814.64,-5.7324,-4607.76,-17.382,-53.22,True
0,166.82,-4258.42,4.4731,-2630.64,10.2006,-3.153,-5.8,5935.9,35303.562,-3.82,8451.66,-2.7865,1,1.0656,-3.039,-1834,-7.3341,-5057.85,-13.6371,,False
0,171.264,-3937.16,4.4184,-2840.14,9.35208,-2.7815,-4.9161,5777.0714,35287.767,-3.82,7888.66,-3.359,0,0.243,-9.405,-1764.144,-5.4846,-4510.53,-15.84,-48.06,True
0,237.08,-3648.46,3.85901,-1661.74,9.9606,-2.3119,-4.9347,5685.56,35329.98,-1.82,9281.26,-4.342,1,0.2655,-3.948,-1780.878,-5.7693,-4509.21,-13.2765,-47.04,True
1,174.07,-3803.66,5.613,-2769.37,11.1564,-2.2697,-5.0545,5306.44,35283.636,-3.82,9975.26,-2.38898,1,0.15429,15.312,-1723.86,-5.1435,-7199.55,-16.962,,True
1,176.374,-4177.31,4.2914,-2158.64,9.39978,-4.509,-6.863,5736.28,35255.55,-3.82,8906.06,-3.2265,1,0.131452,7.275,-1926.58,-5.8233,-4224.54,-16.431,,False
0,170.246,-5215.86,4.4683,-2605.64,11.4117,-2.1926,-4.6714,3502.24,35492.76,-3.82,9362.86,-2.494,0,0.1303124,13.4454,-1786.556,-5.9391,-5002.35,-15.5571,,False
1,165.268,-4263.91,4.7249,-2875.04,9.7707,-2.11382,-6.294,-699.76,34840.23,-3.82,8582,-3.2759,1,0.133226,36.336,-1896.84,-6.6816,-4120.59,-13.1859,,False
0,168.436,-4363.76,4.2214,-2676.54,17.34,-2.3957,-4.5435,5881.02,35184.6,-3.82,8633.88,-2.37871,1,0.3338,26.592,-1741.2,-7.77,-8061.75,-14.7576,-47.07,False
1,184.72,-4329.39,4.858,-2525.94,10.1322,-2.536,-6.195,5700.58,35292.813,-1.82,9673.46,-4.85,0,0.3174,23.73,-1777.22,-5.8827,-4569.84,-19.698,-47.58,False
1,177.922,-6052.26,4.5798,-2598.04,11.0856,-4.158,-4.5544,5428.84,35284.998,-1.82,8914.86,-2.8031,0,0.18663,47.28,-1804.86,-10.434,-3884.25,-19.818,-44.43,False
0,190.98,-2873.26,5.811,-2673.22,11.1684,-2.5553,-4.6029,6434.04,35179.29,-1.82,8528.42,-5.226,1,0.132158,-15.852,-1839.24,-7.665,-4513.41,-14.9673,,True
0,177.38,-4697.26,4.4378,-2509.14,11.5635,-3.897,-4.5844,5386.04,35275.704,-3.82,9359.86,-2.8948,1,0.134317,16.122,-2169.74,-6.0423,-3556.65,-13.9818,,True
1,186.18,-2996.26,4.3578,-2711.18,9.5445,-2.9694,-4.6323,5351.24,35180.31,-1.82,8704.26,-3.1888,1,0.697,4.53,-1913.86,-7.599,-4002.15,-14.8341,-50.31,False
0,186.84,163.74,5.993,-2772.81,10.701,-3.792,-4.48787,5481.84,35345.01,-3.82,7989.86,-2.5839,0,0.7755,5.529,-1868.32,-5.4033,-2209.05,-16.851,,True
1,170.402,-3912.46,5.075,-2504.74,10.1001,-2.1394,-5.309,7496.84,35342.79,-3.82,9005.46,-3.322,1,1.286,10.4415,-1821.32,-7.893,-4728.45,-17.856,-52.41,True
1,203.44,-3562.26,6.309,-2643.54,12.0504,-3.48,-4.7932,5848.56,32219.13,-1.82,9360.46,-2.4783,0,0.3005,-14.916,-1925.34,-5.6604,-5532.45,-14.6286,-53.94,True
1,192.66,-4074.16,3.9419,-1788.34,14.37,-3.841,-6.865,5815.04,35380.77,-1.82,9062.26,-2.4244,0,0.373,-19.74,-1781.026,-7.3644,-6788.55,-15.942,-53.94,True
1,165.505,-2987.26,7.14,-2665.52,10.3407,-2.7582,-4.6654,6543.84,34998.75,-1.82,8604.46,-2.7135,1,0.9717,14.0724,-2803.14,-8.715,-5560.35,-13.01724,,False
1,210.24,-4062.36,3.86722,-3369.04,13.392,-2.10268,-6.603,5370.44,35270.898,-1.82,12603.26,-2.635,1,0.139056,6.351,-1655.22,-4.8891,-5799.45,-15.888,-47.82,True
0,165.2876,-3982.36,4.5988,-2508.04,10.3557,-5.008,-5.785,5710.36,35160.18,-3.82,8480.6,-2.5913,1,0.8755,13.7301,-3985.54,-5.4855,-3034.95,-13.05534,,False
1,177.208,-1895.26,5.61,-2535.04,9.9348,-5.213,-4.50508,5766.998,35327.7,-1.82,8774.34,-3.546,1,0.2615,14.76,-2230.94,-7.5072,-4222.2,-14.3907,-48.12,False
0,189.88,-4139.44,5.244,-2657.38,9.8298,-2.8481,-5.3042,5663.22,35291.403,-1.82,8716.16,-2.9376,0,0.9077,-1.59,-1832.08,-7.4403,-4452.06,-16.53,,False
1,185.68,-4248.92,4.6741,-2536.54,13.998,-3.323,-7.526,5551.04,35370.06,-1.82,8607.24,-3.612,1,0.14156,38.139,-2653.74,-4.9143,-4192.35,-13.3326,-43.62,False
0,186.34,2177.74,4.3403,-2846.27,11.6394,-2.286,-4.46771,3172.24,35264.778,-3.82,9659.66,-3.572,0,0.15972,15.366,-2031.74,-5.0496,-3949.95,-13.8381,,True
1,166.906,-4026.36,5.729,-2677.56,12.558,-2.5935,-6.088,5477.64,35325.87,-1.82,8381.86,-2.6494,0,0.5732,16.845,-2659.74,-6.0144,-3365.25,-13.3686,-52.59,True
1,169.426,-4043.66,4.795,-2494.04,11.8998,-5.946,-6.159,5817.7,35272.341,-1.82,9146.66,-5.161,1,0.6749,10.1757,-1796.98,-5.2056,-4441.92,-26.043,,False
1,164.7976,-4381.26,4.1912,-2509.24,10.1937,-2.11583,-5.3365,4293.64,35239.11,-3.82,8599.94,-2.4995,1,0.489,9.3756,-1891.58,-12.27,-4285.86,-14.8968,,False
0,181.19,-4530.16,4.3816,-2350.04,11.331,-2.645,-5.0219,4760.24,35283.021,-1.82,8867.08,-3.23,0,0.5067,13.1976,-2047.94,-8.538,-3890.55,-14.9235,-51.54,False
1,220.16,-3418.66,4.2778,-2178.64,10.7226,-2.0867,-4.7512,8278.24,34015.23,-3.82,8947.86,-3.849,1,0.13006422,8.8668,-1881.3,-8.274,-4593.09,-14.9064,-50.88,True
0,172.042,-3338.46,4.905,-2770.06,11.3223,-2.2804,-4.7329,3032.24,35380.35,-3.82,8875.26,-2.7113,0,2.453,19.398,-1896.74,-9.366,-3319.65,-14.4288,,True
1,166.436,-3526.46,5.292,-2577.24,12.0975,-2.5231,-4.9667,5423.24,35332.74,-1.82,8570.38,-2.7332,0,0.134577,-21.57,-2025.94,-5.4858,-3360.45,-15.6036,-51.27,True
1,185.46,-4047.86,4.4894,-2916.94,13.83,-2.508,-5.788,5378.24,35439.66,-3.82,9996.66,-2.38616,1,0.4351,12.5382,-1168.94,-5.6175,-9105.75,-13.5426,,True
0,165.59,-4905.56,5.734,-2710.67,11.1504,-2.2736,-4.8367,3898.44,35290.175,-3.82,8711,-4.012,0,0.9068,12.1611,-1805.66,-17.871,-4363.17,-16.695,-47.94,False
0,174.714,-4273.68,6.072,-2660.91,9.7899,-2.1867,-6.294,2866.24,35501.34,-1.82,8873.06,-3.663,0,0.16194,1.143,-1887.7,-8.346,-4198.74,-16.485,-43.77,False
0,192.58,-4092.56,4.2708,-3048.74,11.4738,-2.538,-4.7098,4210.44,34948.83,-3.82,9805.86,-2.6679,1,0.395,11.02491,-1753.848,-5.385,-3528.75,-15.6348,,True
0,172.466,-4328.94,5.042,-2727.58,9.27882,-2.1478,-7.64,2166.24,34602.03,-3.82,8756.6,-2.742,1,0.2653,30.231,-1770.6014,-11.388,-4529.97,-17.253,,True
1,189.66,-4426.06,4.0247,-1517.74,11.6535,-3.111,-5.908,5241.64,35144.58,-3.82,8670.7208,-2.38936,1,0.8576,31.95,-1947.1,-11.358,1928.25,-17.391,,False
1,163.8336,-4735.66,4.6208,-2456.24,11.1702,-2.2456,-4.5791,5341.04,35128.35,-3.82,11575.26,-3.1845,0,0.13000104,3.102,-1821.72,-5.0184,-4754.25,-15.3312,,True
1,175.208,-4345.66,4.0148,-3030.34,10.5837,-2.3437,-4.9703,3286.24,35401.11,-3.82,9755.46,-2.5008,1,3.065,9.0264,-1788.964,-5.5161,-2875.65,-15.7143,-52.98,True
1,174.296,-3820.36,4.0493,-1906.84,10.3197,-3.589,-5.361,5931.12,35172.63,-1.82,8931.86,-3.0335,0,0.4101,11.24004,-1811.38,-8.499,-4996.35,-14.7051,-51.24,True
1,187.68,-4273.98,4.842,-2557.34,12.813,-2.1408,-5.714,1982.24,35590.83,-1.82,8673.694,-3.2776,0,0.1306314,17.352,-1935.98,-14.91,-3956.55,-16.338,,False
1,233,-5619.26,4.6631,-2460.94,13.998,-6.093,-4.49427,5691.8,35373.66,-3.82,8922.66,-4.265,1,0.7542,18.579,-2066.14,-6.6162,-4282.56,-14.493,,True
0,205.8,-4292.97,5.498,-2605.54,10.5198,-2.1548,-5.1659,8688.24,35243.25,-1.82,8657.656,-2.6681,0,0.7541,9.6036,-2016.74,-6.4767,-5828.85,-13.3062,,False
0,195.02,-4264.66,4.1333,-3387.64,11.9214,-2.4061,-6.923,2976.24,35351.07,-3.82,8791.18,-2.5197,0,0.16876,-17.466,-1785.544,-6.4065,-1302.75,-19.449,,False
1,167.374,-4322.11,4.4506,-2708,14.748,-2.403,-5.0225,5623.98,35312.01,-1.82,8524.76,-2.4262,0,0.138339,6.654,-1778.368,-7.629,-5379.75,-20.391,,False
0,165.4464,-4084.86,4.2669,-2189.34,12.993,-2.8657,-5.941,5946.84,34993.92,-3.82,10873.26,-2.5998,1,0.435,-0.681,-1810.88,-4.8708,-5214.45,-19.485,-51.57,True
0,168.87,-2849.26,4.1064,-1979.04,15.654,-3.402,-4.5622,6102.24,35101.26,-3.82,8141.26,-2.9945,1,0.14481,27.537,-1833.44,-5.3766,-4963.35,-16.788,-42.87,False
1,175.524,-3971.66,5.64,-2794.78,11.8161,-2.2724,-5.495,3024.24,35378.76,-1.82,9093.26,-2.842,1,0.17291,29.55,-1772.352,-7.4052,-3868.05,-16.839,,True
1,174.504,-4252.72,4.1478,-3186.14,12.918,-2.1372,-5.841,-1813.76,35472.84,-1.82,8594.62,-6.31,0,0.14959,16.35,-1828.44,-6.8481,-4246.71,-15.7452,-45.57,False
1,194.76,-4131.56,4.952,-2671.32,10.9179,-2.7446,-4.8232,5314.24,35243.4,-1.82,9201.66,-6.121,0,0.15753,25.503,-2052.74,-6.4662,-4404.261,-13.1235,-51.06,False
0,209.98,-4156.94,4.2138,-2288.14,13.806,-2.6564,-7.893,5529.44,35384.88,-3.82,11217.26,-3.407,0,1.1196,10.96272,-1946.98,-4.85079,-4334.64,-14.7222,,True
0,163.8614,-3885.96,4.953,-2538.54,11.013,-2.94,-4.8996,6333.84,35285.418,-3.82,8428.66,-2.4954,0,0.2882,36.615,-3057.34,-7.1376,-6594.45,-12.9678,-53.79,True
1,170.854,-3566.86,5.64,-2849.64,12.0243,-2.7665,-4.8168,5229.84,35261.478,-1.82,8655.73,-2.6723,0,0.708,41.67,-1750.46,-5.8602,-4039.35,-19.107,-54.99,True
0,168.52,-4186.38,5.839,-2715.6,13.914,-3.334,-5.0283,6035.44,35311.353,-1.82,8890.26,-3.1722,1,0.5874,12.2109,-1741.26,-4.80627,-5190.75,-20.577,-47.64,False
0,175.454,-4021.16,3.9578,-3317.04,12.318,-3.097,-4.9008,5173.24,31982.13,-3.82,8834.98,-4.039,0,0.8008,26.325,-1742.86,-12.801,-4336.56,-17.529,-47.46,False
1,177.238,-4286.33,4.402,-2422.74,10.5912,-6.248,-5.579,5686.78,35279.778,-1.82,8707.18,-4.308,1,0.9334,15.555,-1839.84,-8.718,-4227.99,-20.295,,False
0,164.379,-4719.26,5.676,-2733.24,10.2528,-2.3504,-4.6061,3866.84,35251.5,-1.82,11625.26,-3.2247,0,0.16471,25.872,-1809.38,-4.9995,-4272.99,-14.1675,,False
0,166.188,-4119.86,4.76,-2417.44,11.8293,-2.9209,-5.517,5671.44,35308.506,-3.82,8765.78,-2.7029,0,0.18371,-22.26,-1947.42,-8.247,-4012.95,-16.17,,True
1,187.9,-3636.46,4.813,-2680.47,9.44787,-2.2226,-4.876,5873.16,35523.51,-1.82,8684.134,-2.6963,1,0.133288,30.189,-1800.64,-12.51,-4759.65,-15.786,,True
1,201.46,-4089.26,3.86275,-3805.74,12.99,-2.2476,-4.9501,4224.64,35287.749,-1.82,9061.86,-3.303,1,0.3682,-3.006,-1609.16,-7.986,-4684.23,-14.7408,,True
0,165.5498,-3870.46,7.014,-2671.08,10.0872,-2.8488,-4.9518,5874.08,35074.65,-1.82,9121.06,-2.4319,0,0.21135,-2.961,-1994.74,-5.6337,-5515.65,-14.1798,-47.64,True
0,200.46,-4492.36,4.2253,-2207.94,9.30396,-4.874,-5.037,5703.1,35187.51,-1.82,8576.12,-2.9718,1,0.3098,11.6079,-2123.94,-8.349,-4049.85,-14.3682,-46.8,False
0,167.466,-4309.22,3.8946,-821.74,9.259545,-3.102,-6.663,5798.24,35348.46,-1.82,8581.84,-2.6488,0,0.17583,-5.175,-1848.18,-5.877,-4897.95,-16.173,-44.88,False
1,166.332,-4073.66,4.3858,-2490.24,9.52365,-2.9925,-6.629,5197.04,35266.341,-3.82,8918.26,-2.34465,0,0.16445,-18.342,-1964.02,-8.4,5594.25,-15.5061,,True
1,202.28,-3747.86,4.4356,-2822.92,13.08,-2.1531,-5.0964,1514.24,35176.23,-1.82,9190.46,-3.768,1,0.7845,7.002,-1823.56,-5.7489,-4170.39,-15.426,,True
1,170.386,-4307.13,4.0832,-2774.85,12.498,-3.555,-6.247,5373.04,35296.398,-1.82,8560.02,-3.419,1,0.5603,15.744,-1933.3,-6.5922,-3981.15,-14.7435,-50.52,False
0,170.748,-4020.26,4.3801,-3035.84,12.912,-5.469,-6.256,5482.24,36412.23,-1.82,9211.66,-3.455,1,0.2179,17.67,-1792.76,-6.7143,-3773.25,-18.567,-50.1,True
0,164.5102,-4325.52,4.4864,-2373.24,11.6349,-4.356,-6.774,5590.04,35289.829,-1.82,8236.06,-3.0943,0,0.4289,13.5513,-2312.74,-5.3508,-3727.05,-14.1828,,False
1,193.76,-4065.16,4.0787,-2675.38,10.9338,-3.111,-6.085,5965.02,35192.79,-3.82,8706.28,-6.832,0,0.21312,8.6637,-1702.9,-6.975,-4492.92,-14.7921,,False
1,173.18,-3719.06,4.6461,-2520.04,10.3407,-2.6084,-5.0248,6223.44,35306.07,-3.82,8654.676,-2.4091,0,1.631,8.8074,-1854.44,-8.019,-6483.45,-15.6204,-49.86,False
0,165.834,-2228.26,6.372,-2647.74,9.9018,-3.81,-4.4946,5716.8,35287.726,-1.82,8752.22,-2.35786,1,0.3112,7.446,-1942.62,-6.2562,-1740.45,-15.921,,True
0,168.118,-3453.26,4.2577,-2319.74,10.3353,-2.5734,-5.101,6328.84,35226.12,-3.82,9029.46,-3.821,1,0.3757,7.245,-1851.08,-5.7276,-4591.32,-15.1581,-49.8,False
0,176.932,-4801.96,3.9795,-3261.24,14.112,-3.414,-4.6176,5525.44,35184.21,-3.82,9603.26,-3.486,0,0.2317,16.458,-1495.94,-5.4687,-4630.83,-13.9047,,False
0,166.228,-4789.36,4.7133,-2360.24,11.289,-2.3297,-4.7704,3734.24,35233.2,-1.82,8984.26,-4.989,1,0.3452,9.3702,-4355.54,-7.155,-4178.43,-13.1028,,False
0,200.54,-5587.26,4.4841,-2309.74,12.522,-2.766,-4.6378,5168.44,35316.759,-3.82,8170.46,-2.5026,1,0.3265,33.483,-2098.74,-5.7174,-1493.85,-15.4632,-47.22,False
0,184.08,-4203.19,4.854,-2569.74,10.6872,-2.3551,-5.21,4524.44,35275.671,-3.82,9413.06,-3.971,1,0.8591,-7.758,-1965.7,-6.0336,-4299.96,-14.5317,,True
0,176.274,-3450.86,4.7382,-2519.64,9.39225,-2.2425,-4.8251,6495.44,34991.34,-3.82,9305.06,-2.7339,1,1.319,-3.033,-1786.364,-6.1851,-5228.55,-19.677,,True
1,171.632,-3727.06,4.1582,-3522.14,11.037,-2.8819,-4.47368,5599.42,35357.31,-1.82,10581.66,-4.265,1,0.5019,17.628,-1650.52,-5.0559,-4757.25,-19.674,-53.04,True
1,164.6602,-4270.39,3.9796,-1463.74,10.2399,-2.6814,-6.912,5605.54,35236.05,-1.82,8804.62,-2.6084,1,0.13148,37.995,-2133.94,-13.815,-5255.55,-13.239,-46.8,True
0,227.3,-3835.96,5.064,-2592.14,12.546,-4.183,-5.2447,5906.66,35166.21,-1.82,8666.83,-3.429,0,0.16095,37.389,-2323.94,-6.3165,-4639.35,-13.1901,-49.89,True
0,178.982,-851.26,4.1767,-2805.5,11.2578,-2.4202,-4.5183,4521.04,35407.38,-1.82,8580.82,-2.5776,0,0.14466,17.937,-1941.68,-11.316,-2086.05,-15.4866,-48.39,True
0,163.974,-4294.92,4.6589,-2741.023,9.50889,-4.035,-6.339,5460.24,35321.61,-3.82,12883.26,-3.411,0,0.4411,18.72,-1779.406,-4.81623,-4245.9,-19.887,,False
0,175.014,-4086.46,4.1491,-2675.51,12.594,-3.089,-5.907,6001.24,35216.34,-3.82,8636.76,-2.665,0,0.2371,10.6785,-1762.068,-16.755,-5422.65,-20.619,,True
1,278.34,-4328.92,3.84299,513.26,9.8808,-3.363,-6.351,5496.24,35369.67,-3.82,9850.86,-3.442,0,2.727,20.847,-1817.02,-5.9235,-4533.96,-14.6754,-48.81,True
1,186.7,-3747.46,5.86,-2663.11,11.2398,-4.94,-4.8533,5730.78,35353.92,-1.82,8432.06,-3.956,1,0.3483,9.5208,-1901.36,-5.1573,-4265.07,-16.329,-48.42,False
1,181.77,-4175.19,3.9808,-1858.84,9.5439,-2.1317,-4.9214,2424.24,35027.94,-1.82,8667.9278,-3.0009,0,0.5745,22.641,-2606.54,-13.959,-3902.85,-13.3902,,False
0,184.82,-3925.66,7.164,-2646.34,12.6,-3.238,-4.8325,5877.66,35290.555,-3.82,9043.26,-2.8919,0,0.7053,-11.997,-3252.54,-5.952,-4641.24,-13.0869,,True
1,166.596,-4193.41,4.0525,-3123.54,13.092,-3.86,-5.2439,5590.78,35208.15,-3.82,8441.46,-2.6192,0,0.8633,1.671,-1760.44,-5.4183,-4165.83,-14.8647,,False
0,168.028,-4043.96,4.2475,-2611.44,9.7563,-2.6461,-5.0671,6226.44,35199.9,-3.82,7712.06,-3.231,1,0.15303,19.632,-1814.66,-5.4939,-4729.95,-14.3331,-51.12,False
0,191.36,-4508.66,5.488,-2599.64,9.30204,-5.182,-5.604,5771.054,34980.63,-3.82,9192.26,-5.062,0,0.18558,20.148,-1784.614,-6.0546,-4539.9,-21.864,,False
1,225.6,-4156.29,4.3212,-2300.54,12.0378,-3.492,-7.049,5685.04,35352.93,-1.82,8757.12,-2.5816,0,0.9072,18.591,-3432.14,-5.4435,-3594.75,-13.1109,,True
1,163.61516,-1020.26,4.953,-2852.34,11.8353,-2.1014,-4.515,2282.24,35071.44,-3.82,8226.86,-3.0021,1,1.0215,-16.17,-2064.74,-6.2664,-4046.85,-13.1349,,False
1,191.5,-3994.46,5.468,-2749.841,9.7368,-2.1393,-5.3988,4852.24,35158.26,-3.82,8755.52,-3.0207,0,0.1845,-10.686,-1614.64,-12.153,-4728.15,-13.5051,-52.05,True
0,167.278,-4728.06,4.881,-2528.44,17.859,-3.176,-4.7623,4929.44,35400.87,-3.82,17435.26,-2.38356,0,0.5766,-5.673,-5111.54,-4.72329,3854.25,-12.99255,,False
1,182.044,-3120.26,4.2688,-2359.04,10.6371,-4.812,-4.6038,5767.78,35799.93,-3.82,9872.86,-3.1513,0,0.6057,7.254,-1912.98,-5.0616,-4530.51,-14.4507,,True
0,171.75,-4186.78,4.059,-3015.64,9.5601,-2.8417,-5.434,5389.44,35278.863,-1.82,8579.04,-2.6221,1,0.6213,24.684,-1784.114,-7.119,-4118.61,-15.0408,-47.1,False
0,174.146,-4002.06,4.1669,-2706.46,10.3173,-4.365,-5.1163,5719.12,35266.416,-1.82,10845.26,-5.105,0,0.1306491,9.3546,-1522.14,-5.145,-4532.55,-13.6593,-50.28,True
1,174.206,-4388.76,4.0185,-1679.74,11.5524,-2.219,-5.627,4497.04,35317.005,-1.82,8591.02,-2.3994,1,1.0975,-19.92,-1823.22,-8.145,-2031.15,-23.613,,False
0,187.12,-6095.26,3.84748,1228.26,11.1,-3.573,-4.47207,5491.24,35258.07,-3.82,8751.7,-2.4483,1,1.978,19.341,-3299.54,-13.041,-2633.85,-13.101,,True
1,214.06,-4070.86,4.057,-2504.84,10.9419,-2.1921,-5.513,7502.84,35227.98,-1.82,8640.34,-3.56,1,0.6178,12.7821,-1652.14,-5.2878,-4804.35,-13.6986,-43.62,False
1,217.22,-4077.46,6.505,-2775.56,11.9142,-4.061,-6.244,5706,35267.922,-1.82,9421.26,-4.169,1,0.2307,30.939,-1639.76,-5.748,-4560.06,-14.8731,,True
1,164.2352,-3953.96,5.6,-2757.224,12.453,-2.1342,-5.3312,4721.44,37585.23,-3.82,9427.86,-2.4306,0,0.136632,25.764,-1740.34,-5.6619,-6419.85,-18.579,-52.77,True
1,212.56,-2151.26,4.979,-2840.18,11.4591,-2.7948,-4.5658,4790.44,35384.97,-1.82,9155.66,-2.9415,0,0.7679,17.736,-1788.812,-6.996,-3772.05,-15.0714,,True
1,191.88,-4485.36,6.252,-2790.52,11.9868,-2.1727,-5.414,-923.76,35303.508,-3.82,8644.72,-2.38121,1,0.6576,-0.102,-2149.74,-5.0391,3077.25,-13.4895,-42.3,False
0,166.258,-4053.66,4.2805,-2542.24,12.771,-2.48,-5.3437,5451.84,35287.179,-1.82,8909.66,-2.38525,0,0.2651,16.359,-1808.14,-5.7981,-4380.309,-17.985,-48.81,False
1,182.566,-3731.66,5.803,-2791.83,14.487,-2.2625,-5.1088,5244.64,35297.517,-1.82,8847.32,-2.6265,1,0.401,30.882,-1493.34,-10.014,-5398.65,-13.902,,True
1,172.186,-4400.86,3.84724,2054.26,10.188,-2.10988,-4.8523,-949.76,35129.19,-1.82,9500.86,-4.116,0,0.14465,-11.787,-2119.74,-5.8215,-4179.39,-14.4807,,False
1,199.4,-4174.76,4.2925,-2790.61,10.1157,-3.217,-8.795,5272.64,35208.3,-3.82,10575.46,-2.7225,0,0.1300053,25.938,-1793.14,-5.1705,-3744.45,-17.256,-56.28,True
0,166.464,-4125.76,5.265,-2825.22,12.894,-2.7691,-8.583,5915.98,35296.137,-3.82,8655.13,-2.5097,1,0.2879,11.8989,-1470.14,-6.3681,-5940.75,-13.6443,-43.11,False
